no;subject_id;case_id;y;t;sd0;age;female
582;291;2;12.32430899;1;2.114302267;38;1
583;292;1;19.60845614;0;2.949784392;72;0
584;292;2;28.00694931;1;2.949784392;72;0
585;293;1;14.01638725;0;2.949315157;64;1
586;293;2;12.65121489;1;2.949315157;64;1
587;294;1;17.58908021;0;5.484503592;74;0
588;294;2;16.08155882;1;5.484503592;74;0
589;295;1;10.13569443;0;2.159163781;87;0
590;295;2;11.14043698;1;2.159163781;87;0
591;296;1;15.34484568;0;1.012237166;46;1
592;296;2;16.15454603;1;1.012237166;46;1
593;297;1;13.09646107;0;1.069950636;43;1
594;297;2;2.943892625;1;1.069950636;43;1
595;298;1;11.80282067;0;2.065255145;60;1
596;298;2;13.88582746;1;2.065255145;60;1
597;299;1;16.65419583;0;4.846618242;67;1
598;299;2;16.48492665;1;4.846618242;67;1
599;300;1;20.04796942;0;3.329459528;68;1
600;300;2;15.9865458;1;3.329459528;68;1
601;301;1;7.300784358;0;2.299620461;85;1
602;301;2;7.488386132;1;2.299620461;85;1
603;302;1;13.8462809;0;1.44273892;55;1
604;302;2;9.940363154;1;1.44273892;55;1
605;303;1;13.31955788;0;1.046812036;58;1
606;303;2;12.48988463;1;1.046812036;58;1
607;304;1;6.712023113;0;2.065435858;64;0
608;304;2;6.360093563;1;2.065435858;64;0
609;305;1;16.75146381;0;1.824363022;66;0
610;305;2;6.821903526;1;1.824363022;66;0
611;306;1;20.64678419;0;0.495801862;71;1
612;306;2;17.80243139;1;0.495801862;71;1
613;307;1;16.63598558;0;2.378419983;64;1
614;307;2;22.30526439;1;2.378419983;64;1
615;308;1;14.74576042;0;0.996603126;48;0
616;308;2;8.46427042;1;0.996603126;48;0
617;309;1;6.717962283;0;0.706220472;63;0
618;309;2;12.11930837;1;0.706220472;63;0
619;310;1;11.33192071;0;0.912050016;88;1
620;310;2;15.09022454;1;0.912050016;88;1
621;311;1;23.23865296;0;5.925385896;80;1
622;311;2;30.42441918;1;5.925385896;80;1
623;312;1;11.18341087;0;1.105917862;90;0
624;312;2;13.4457708;1;1.105917862;90;0
625;313;1;21.5803666;0;3.874972857;70;1
626;313;2;24.05901425;1;3.874972857;70;1
627;314;1;17.1003949;0;5.2308307;63;1
628;314;2;12.70277608;1;5.2308307;63;1
629;315;1;21.49020325;0;1.599129392;75;0
630;315;2;15.95988405;1;1.599129392;75;0
631;316;1;3.968122774;0;1.020292276;71;0
632;316;2;8.64394922;1;1.020292276;71;0
633;317;1;13.11616257;0;2.127387369;84;0
634;317;2;17.54344905;1;2.127387369;84;0
635;318;1;23.22131698;0;3.247761868;69;1
636;318;2;19.80991357;1;3.247761868;69;1
637;319;1;16.1923604;0;3.651680716;74;1
638;319;2;9.65195305;1;3.651680716;74;1
639;320;1;14.36948258;0;3.116446903;72;0
640;320;2;16.3399134;1;3.116446903;72;0
641;321;1;9.305244687;0;1.344936074;77;0
642;321;2;16.7594228;1;1.344936074;77;0
643;322;1;14.34805696;0;2.5300554;72;1
644;322;2;13.40339271;1;2.5300554;72;1
645;323;1;13.55219414;0;0.571900852;75;1
646;323;2;17.42425754;1;0.571900852;75;1
647;324;1;19.98821566;0;2.363887788;53;0
648;324;2;16.22365612;1;2.363887788;53;0
649;325;1;16.73408453;0;3.773780539;50;1
650;325;2;9.865673533;1;3.773780539;50;1
651;326;1;11.19236279;0;1.006095103;37;0
652;326;2;8.170589253;1;1.006095103;37;0
653;327;1;9.862167681;0;2.372504266;67;1
654;327;2;10.85379379;1;2.372504266;67;1
655;328;1;10.63107164;0;4.03023291;62;1
656;328;2;8.948744485;1;4.03023291;62;1
657;329;1;16.64235837;0;5.713879686;76;1
658;329;2;23.56063026;1;5.713879686;76;1
659;330;1;16.84206979;0;4.506477948;57;1
660;330;2;26.32286294;1;4.506477948;57;1
661;331;1;13.36689439;0;1.001449166;77;1
662;331;2;13.22616019;1;1.001449166;77;1
663;332;1;13.2678958;0;1.54585157;86;1
664;332;2;13.07845411;1;1.54585157;86;1
665;333;1;7.891585132;0;1.52131825;79;1
666;333;2;7.908518067;1;1.52131825;79;1
667;334;1;9.948710806;0;4.047967687;64;1
668;334;2;17.27175381;1;4.047967687;64;1
669;335;1;17.11671377;0;1.3759454;86;1
670;335;2;14.33318516;1;1.3759454;86;1
671;336;1;18.56426917;0;4.92344019;88;1
672;336;2;14.2165978;1;4.92344019;88;1
673;337;1;12.32963521;0;1.302436626;88;0
674;337;2;5.929733237;1;1.302436626;88;0
675;338;1;17.82011767;0;2.450544823;63;1
676;338;2;14.0348529;1;2.450544823;63;1
677;339;1;14.95876606;0;1.839212279;67;0
678;339;2;14.47990986;1;1.839212279;67;0
679;340;1;14.38583367;0;3.712075412;66;0
680;340;2;17.96037648;1;3.712075412;66;0
681;341;1;19.11037562;0;0.754836773;61;1
682;341;2;14.21311939;1;0.754836773;61;1
683;342;1;23.5544575;0;2.762589224;74;1
684;342;2;11.2262232;1;2.762589224;74;1
685;343;1;16.02932544;0;2.647403982;85;1
686;343;2;10.7052325;1;2.647403982;85;1
687;344;1;13.70228185;0;4.620774714;71;1
688;344;2;16.36189703;1;4.620774714;71;1
689;345;1;15.78377974;0;2.014783491;57;0
690;345;2;9.992437943;1;2.014783491;57;0
691;346;1;16.90095006;0;3.013308592;74;1
692;346;2;17.79059316;1;3.013308592;74;1
693;347;1;8.116839182;0;0.170475813;70;0
694;347;2;10.77762005;1;0.170475813;70;0
695;348;1;5.779467449;0;1.523163355;71;0
696;348;2;14.86731515;1;1.523163355;71;0
697;349;1;17.13745264;0;2.902895329;81;0
698;349;2;14.4328816;1;2.902895329;81;0
699;350;1;9.820863573;0;1.511545635;42;0
700;350;2;10.65809071;1;1.511545635;42;0
701;351;1;15.01093279;0;1.598524763;45;0
702;351;2;9.051690145;1;1.598524763;45;0
703;352;1;11.83042627;0;1.753526619;49;0
704;352;2;10.42348016;1;1.753526619;49;0
705;353;1;9.503215531;0;0.934780612;60;1
706;353;2;10.85887473;1;0.934780612;60;1
707;354;1;20.81552992;0;2.06496153;93;0
708;354;2;12.66588765;1;2.06496153;93;0
709;355;1;12.77088406;0;7.212438256;61;0
710;355;2;18.82661758;1;7.212438256;61;0
711;356;1;18.38348116;0;2.301500426;67;1
712;356;2;18.02261019;1;2.301500426;67;1
713;357;1;15.1450733;0;1.4811418;91;1
714;357;2;16.5817122;1;1.4811418;91;1
715;358;1;16.06716687;0;4.900344982;85;1
716;358;2;17.719644;1;4.900344982;85;1
717;359;1;14.11457059;0;3.736353746;75;0
718;359;2;14.91813801;1;3.736353746;75;0
719;360;1;8.870430546;0;1.512768571;92;1
720;360;2;8.881744946;1;1.512768571;92;1
721;361;1;10.08978032;0;1.548256649;57;1
722;361;2;6.525536904;1;1.548256649;57;1
723;362;1;16.87636855;0;3.987371088;65;0
724;362;2;16.27853314;1;3.987371088;65;0
725;363;1;24.31061468;0;4.682175119;83;1
726;363;2;13.59134737;1;4.682175119;83;1
727;364;1;17.38315266;0;1.439182343;57;1
728;364;2;17.5167219;1;1.439182343;57;1
729;365;1;14.15933012;0;2.215436928;65;1
730;365;2;9.416658765;1;2.215436928;65;1
731;366;1;13.38642606;0;1.187678223;47;0
732;366;2;12.58510062;1;1.187678223;47;0
733;367;1;16.11491572;0;1.322351215;64;0
734;367;2;13.26810183;1;1.322351215;64;0
735;368;1;19.55721353;0;2.564945811;95;1
736;368;2;13.32157186;1;2.564945811;95;1
737;369;1;8.338263059;0;1.02424685;65;1
738;369;2;16.14842608;1;1.02424685;65;1
739;370;1;14.59749041;0;3.849729022;78;0
740;370;2;15.08532589;1;3.849729022;78;0
741;371;1;18.87235186;0;2.812392569;80;1
742;371;2;21.83047452;1;2.812392569;80;1
743;372;1;17.07397517;0;3.795716883;70;1
744;372;2;26.08491028;1;3.795716883;70;1
745;373;1;15.03282122;0;0.237100537;79;1
746;373;2;12.18571789;1;0.237100537;79;1
747;374;1;9.341083422;0;1.723766244;75;1
748;374;2;13.27704668;1;1.723766244;75;1
749;375;1;15.94352448;0;4.018337123;72;1
750;375;2;10.31293934;1;4.018337123;72;1
751;376;1;11.01025946;0;1.454056767;91;1
752;376;2;15.48604155;1;1.454056767;91;1
753;377;1;22.22512768;0;4.783699227;45;0
754;377;2;23.06569437;1;4.783699227;45;0
755;378;1;9.270946745;0;0.638025638;65;0
756;378;2;14.10036679;1;0.638025638;65;0
757;379;1;20.34309734;0;2.001525092;97;1
758;379;2;8.223380526;1;2.001525092;97;1
759;380;1;11.53443114;0;0.818908448;99;0
760;380;2;14.96446101;1;0.818908448;99;0
761;381;1;16.59679873;0;0.777545727;90;0
762;381;2;15.0123908;1;0.777545727;90;0
763;382;1;18.26189355;0;5.428195255;82;0
764;382;2;17.172559;1;5.428195255;82;0
765;383;1;9.885315472;0;3.714498302;74;0
766;383;2;17.81252723;1;3.714498302;74;0
767;384;1;28.99726505;0;2.828661799;79;0
768;384;2;17.21510853;1;2.828661799;79;0
769;385;1;21.98121719;0;4.683941132;51;0
770;385;2;20.27138145;1;4.683941132;51;0
771;386;1;9.684683963;0;3.482520867;50;0
772;386;2;15.82868369;1;3.482520867;50;0
773;387;1;14.61267259;0;3.075820048;92;1
774;387;2;14.36157124;1;3.075820048;92;1
775;388;1;22.79226742;0;1.412474762;105;0
776;388;2;9.987929632;1;1.412474762;105;0
777;389;1;8.65467621;0;4.671337127;91;0
778;389;2;13.46000492;1;4.671337127;91;0
779;390;1;11.91699578;0;0.813496573;44;1
780;390;2;11.13957204;1;0.813496573;44;1
781;391;1;18.02593096;0;2.726492681;80;1
782;391;2;24.05955852;1;2.726492681;80;1
783;392;1;5.743720267;0;1.263346179;85;1
784;392;2;9.98212808;1;1.263346179;85;1
785;393;1;13.43678649;0;5.780376803;76;1
786;393;2;14.28228844;1;5.780376803;76;1
787;394;1;30.50625091;0;5.656560326;93;0
788;394;2;22.89776928;1;5.656560326;93;0
789;395;1;11.83410128;0;1.013445253;84;0
790;395;2;13.77770296;1;1.013445253;84;0
791;396;1;12.57763474;0;1.770043054;76;1
792;396;2;15.99271051;1;1.770043054;76;1
793;397;1;34.40976657;0;4.389013957;83;0
794;397;2;24.86585288;1;4.389013957;83;0
795;398;1;20.03930615;0;1.516186333;76;1
796;398;2;11.3749222;1;1.516186333;76;1
797;399;1;19.49100942;0;4.037472961;76;1
798;399;2;21.99744349;1;4.037472961;76;1
799;400;1;14.67921229;0;1.691082958;72;0
800;400;2;16.31102837;1;1.691082958;72;0
801;401;1;12.16534204;0;2.574210929;56;0
802;401;2;20.21067688;1;2.574210929;56;0
803;402;1;7.245962241;0;0.505073182;61;1
804;402;2;10.8764878;1;0.505073182;61;1
805;403;1;18.1578541;0;3.017783005;53;0
806;403;2;18.13202673;1;3.017783005;53;0
807;404;1;13.82442109;0;2.839734893;42;1
808;404;2;14.56746784;1;2.839734893;42;1
809;405;1;17.30326829;0;3.847544647;47;1
810;405;2;18.01698353;1;3.847544647;47;1
811;406;1;22.39991404;0;6.319929441;86;1
812;406;2;26.50448289;1;6.319929441;86;1
813;407;1;15.8609541;0;6.144775803;60;1
814;407;2;20.16467872;1;6.144775803;60;1
815;408;1;14.95103662;0;1.848521336;60;1
816;408;2;9.809656426;1;1.848521336;60;1
817;409;1;14.43108912;0;4.997773687;54;1
818;409;2;13.42892411;1;4.997773687;54;1
819;410;1;23.41758475;0;5.798957308;73;1
820;410;2;22.31762454;1;5.798957308;73;1
821;411;1;8.338986162;0;0.802746674;82;1
822;411;2;12.98814504;1;0.802746674;82;1
823;412;1;8.670743228;0;3.780354125;57;1
824;412;2;9.189110985;1;3.780354125;57;1
825;413;1;16.12872992;0;7.285318876;59;1
826;413;2;20.57822266;1;7.285318876;59;1
827;414;1;13.00911326;0;1.937337556;48;1
828;414;2;13.87041877;1;1.937337556;48;1
829;415;1;22.55358017;0;2.862094453;80;0
830;415;2;22.33626004;1;2.862094453;80;0
831;416;1;9.118758776;0;1.839439858;37;0
832;416;2;16.62595227;1;1.839439858;37;0
833;417;1;18.03709784;0;3.892583311;93;0
834;417;2;18.06795064;1;3.892583311;93;0
835;418;1;26.31249079;0;5.589577043;79;0
836;418;2;32.63018555;1;5.589577043;79;0
837;419;1;18.72896733;0;0.748652264;57;0
838;419;2;9.298172531;1;0.748652264;57;0
839;420;1;12.64514238;0;3.533166198;64;0
840;420;2;11.5740592;1;3.533166198;64;0
841;421;1;10.73061703;0;1.644856521;67;1
842;421;2;19.30866981;1;1.644856521;67;1
843;422;1;11.14194957;0;1.629959891;57;0
844;422;2;4.100151302;1;1.629959891;57;0
845;423;1;13.36645523;0;3.33011411;81;1
846;423;2;16.5085187;1;3.33011411;81;1
847;424;1;13.79585383;0;0.483755678;68;0
848;424;2;8.022818595;1;0.483755678;68;0
849;425;1;9.014439461;0;1.088876454;73;1
850;425;2;10.27586119;1;1.088876454;73;1
851;426;1;8.995248531;0;3.427110598;76;0
852;426;2;13.19926113;1;3.427110598;76;0
853;427;1;14.73703052;0;3.31873432;83;0
854;427;2;14.75564434;1;3.31873432;83;0
855;428;1;10.20795139;0;2.969917453;70;0
856;428;2;15.65166487;1;2.969917453;70;0
857;429;1;13.33251303;0;2.608535297;69;1
858;429;2;15.46872781;1;2.608535297;69;1
859;430;1;8.683256694;0;0.472533751;91;0
860;430;2;13.63842371;1;0.472533751;91;0
861;431;1;7.209166238;0;0.920412262;65;0
862;431;2;9.8029784;1;0.920412262;65;0
863;432;1;9.138441911;0;0.688132105;87;1
864;432;2;12.25357033;1;0.688132105;87;1
865;433;1;12.67736936;0;4.496406643;67;0
866;433;2;16.03018039;1;4.496406643;67;0
867;434;1;7.635202014;0;3.850257155;78;0
868;434;2;8.229071151;1;3.850257155;78;0
869;435;1;20.43298494;0;3.390076071;50;1
870;435;2;18.17111794;1;3.390076071;50;1
871;436;1;10.66316119;0;3.408760438;57;1
872;436;2;10.65247708;1;3.408760438;57;1
873;437;1;29.63944736;0;10.4774708;57;0
874;437;2;19.34304703;1;10.4774708;57;0
875;438;1;9.816106616;0;0.489322561;67;1
876;438;2;7.286840441;1;0.489322561;67;1
877;439;1;14.9522579;0;2.877237569;64;0
878;439;2;10.09853399;1;2.877237569;64;0
879;440;1;13.80715175;0;4.763423581;76;0
880;440;2;27.16958287;1;4.763423581;76;0
881;441;1;10.25023687;0;2.792465084;49;0
882;441;2;15.77241429;1;2.792465084;49;0
883;442;1;21.97860069;0;5.244764006;79;0
884;442;2;18.62235323;1;5.244764006;79;0
885;443;1;9.301143717;0;2.845366395;83;0
886;443;2;15.66797334;1;2.845366395;83;0
887;444;1;12.1835202;0;1.579724613;53;0
888;444;2;15.9429774;1;1.579724613;53;0
889;445;1;23.45776117;0;2.242547659;71;0
890;445;2;19.02549745;1;2.242547659;71;0
891;446;1;19.58564872;0;3.989921738;78;0
892;446;2;19.46152786;1;3.989921738;78;0
893;447;1;17.27770161;0;2.276136014;55;0
894;447;2;18.13753704;1;2.276136014;55;0
895;448;1;14.04624093;0;2.152038442;77;1
896;448;2;10.58107553;1;2.152038442;77;1
897;449;1;8.91308879;0;0.36139404;69;1
898;449;2;9.675523314;1;0.36139404;69;1
899;450;1;22.41961301;0;2.057067436;67;0
900;450;2;18.73992118;1;2.057067436;67;0
901;451;1;18.37329882;0;1.540531081;64;1
902;451;2;9.551225756;1;1.540531081;64;1
903;452;1;12.6972377;0;3.006277532;59;1
904;452;2;13.20455926;1;3.006277532;59;1
905;453;1;13.27261721;0;5.973813958;86;0
906;453;2;24.87578311;1;5.973813958;86;0
907;454;1;15.40861561;0;0.43308013;85;1
908;454;2;12.02997206;1;0.43308013;85;1
909;455;1;14.44480121;0;0.777672788;65;0
910;455;2;9.20926222;1;0.777672788;65;0
911;456;1;17.95246624;0;2.088705431;51;0
912;456;2;16.98872645;1;2.088705431;51;0
913;457;1;12.63259613;0;0.091155848;67;1
914;457;2;12.13631637;1;0.091155848;67;1
915;458;1;11.94211219;0;0.271253837;93;0
916;458;2;13.98368589;1;0.271253837;93;0
917;459;1;18.09137849;0;2.710479281;64;1
918;459;2;26.261496;1;2.710479281;64;1
919;460;1;13.78302014;0;4.853208392;68;0
920;460;2;19.60962555;1;4.853208392;68;0
921;461;1;13.91290388;0;3.200523124;71;1
922;461;2;13.7150039;1;3.200523124;71;1
923;462;1;9.659778836;0;2.044387461;81;0
924;462;2;12.37085508;1;2.044387461;81;0
925;463;1;20.9733081;0;3.109626302;77;1
926;463;2;15.72158511;1;3.109626302;77;1
927;464;1;15.22897392;0;1.301084922;97;0
928;464;2;13.49370551;1;1.301084922;97;0
929;465;1;9.767001891;0;1.501671525;50;1
930;465;2;13.50380267;1;1.501671525;50;1
931;466;1;16.33624709;0;2.091094863;55;0
932;466;2;15.01494994;1;2.091094863;55;0
933;467;1;10.54003638;0;1.390918206;94;1
934;467;2;8.344564235;1;1.390918206;94;1
935;468;1;13.44161352;0;2.963535406;75;0
936;468;2;18.28133041;1;2.963535406;75;0
937;469;1;12.44283279;0;0.378729675;50;1
938;469;2;12.38567445;1;0.378729675;50;1
939;470;1;23.1925194;0;8.665129838;71;1
940;470;2;22.72406668;1;8.665129838;71;1
941;471;1;10.76983279;0;2.772044713;101;1
942;471;2;11.16636762;1;2.772044713;101;1
943;472;1;14.26234348;0;3.705538684;58;1
944;472;2;14.34872377;1;3.705538684;58;1
945;473;1;21.23221025;0;2.851182578;52;1
946;473;2;22.66256124;1;2.851182578;52;1
947;474;1;11.17537683;0;1.416871903;91;1
948;474;2;10.36213319;1;1.416871903;91;1
949;475;1;7.278486869;0;0.744345821;77;1
950;475;2;10.65631771;1;0.744345821;77;1
951;476;1;5.689693123;0;0.639510414;52;1
952;476;2;6.698405759;1;0.639510414;52;1
953;477;1;9.748030142;0;3.003566238;68;1
954;477;2;6.051487493;1;3.003566238;68;1
955;478;1;13.63749922;0;1.873165239;70;1
956;478;2;12.80228478;1;1.873165239;70;1
957;479;1;13.78727876;0;0.950646821;63;0
958;479;2;13.72252746;1;0.950646821;63;0
959;480;1;15.18538048;0;3.42745923;70;1
960;480;2;14.43208384;1;3.42745923;70;1
961;481;1;7.508201308;0;0.723074028;54;1
962;481;2;9.638885822;1;0.723074028;54;1
963;482;1;12.95780746;0;2.740484841;70;0
964;482;2;11.66621269;1;2.740484841;70;0
965;483;1;8.056522843;0;1.304464405;84;0
966;483;2;11.50273505;1;1.304464405;84;0
967;484;1;16.57662321;0;0.221922574;68;1
968;484;2;13.40710886;1;0.221922574;68;1
969;485;1;10.2436327;0;1.157242186;68;0
970;485;2;11.24482767;1;1.157242186;68;0
971;486;1;7.443492049;0;2.492378792;53;1
972;486;2;5.812992514;1;2.492378792;53;1
973;487;1;10.80304682;0;2.289738138;62;0
974;487;2;22.72145816;1;2.289738138;62;0
975;488;1;9.119897891;0;3.03333746;74;0
976;488;2;14.71088742;1;3.03333746;74;0
977;489;1;9.584603556;0;2.5866482;78;0
978;489;2;13.2049079;1;2.5866482;78;0
979;490;1;12.29405337;0;1.720673283;64;1
980;490;2;21.68178188;1;1.720673283;64;1
981;491;1;17.15946948;0;2.260961978;43;1
982;491;2;24.28125104;1;2.260961978;43;1
983;492;1;17.11641641;0;7.041174507;65;1
984;492;2;17.42862571;1;7.041174507;65;1
985;493;1;16.34240513;0;3.626911194;82;0
986;493;2;15.32156828;1;3.626911194;82;0
987;494;1;21.08156538;0;2.149060441;79;0
988;494;2;13.22980485;1;2.149060441;79;0
989;495;1;12.55075984;0;1.38355725;92;0
990;495;2;11.73966398;1;1.38355725;92;0
991;496;1;16.03207486;0;1.149452759;81;1
992;496;2;6.762955797;1;1.149452759;81;1
993;497;1;24.86296935;0;4.275937049;70;1
994;497;2;23.66941228;1;4.275937049;70;1
995;498;1;14.15415863;0;0.708415415;53;0
996;498;2;18.16174315;1;0.708415415;53;0
997;499;1;10.12949193;0;1.227065242;52;1
998;499;2;9.677016451;1;1.227065242;52;1
999;500;1;9.232614765;0;2.05343798;82;1
1000;500;2;9.541814105;1;2.05343798;82;1
1001;501;1;19.40277939;0;3.143302963;79;0
1002;501;2;14.1840274;1;3.143302963;79;0
1003;502;1;11.76130911;0;2.101436381;81;1
1004;502;2;11.13809505;1;2.101436381;81;1
1005;503;1;11.4999704;0;4.85525412;66;1
1006;503;2;7.024808344;1;4.85525412;66;1
1007;504;1;26.55388912;0;3.468344473;61;0
1008;504;2;15.90737358;1;3.468344473;61;0
1009;505;1;12.99741209;0;3.732426667;62;0
1010;505;2;18.74073945;1;3.732426667;62;0
1011;506;1;11.89405745;0;0.425485597;106;1
1012;506;2;8.019093068;1;0.425485597;106;1
1013;507;1;10.52308836;0;1.043804555;75;0
1014;507;2;16.27267155;1;1.043804555;75;0
1015;508;1;22.4130662;0;3.932556859;72;0
1016;508;2;10.97944871;1;3.932556859;72;0
1017;509;1;14.77264959;0;2.323736881;36;1
1018;509;2;14.26847667;1;2.323736881;36;1
1019;510;1;11.8490192;0;2.561701625;81;1
1020;510;2;7.543929146;1;2.561701625;81;1
1021;511;1;7.930573798;0;1.617689381;89;0
1022;511;2;20.18759646;1;1.617689381;89;0
1023;512;1;15.0608475;0;1.52783385;72;1
1024;512;2;11.61991519;1;1.52783385;72;1
1025;513;1;12.56312334;0;0.780755478;76;1
1026;513;2;18.02614538;1;0.780755478;76;1
1027;514;1;17.52493096;0;0.691043448;71;0
1028;514;2;15.75438506;1;0.691043448;71;0
1029;515;1;17.1006921;0;3.586386849;69;0
1030;515;2;12.19790072;1;3.586386849;69;0
1031;516;1;5.692985866;0;3.076407262;63;0
1032;516;2;6.999677541;1;3.076407262;63;0
1033;517;1;19.25859548;0;4.85013769;63;1
1034;517;2;9.882893876;1;4.85013769;63;1
1035;518;1;14.72968694;0;2.254161949;51;1
1036;518;2;17.62999129;1;2.254161949;51;1
1037;519;1;5.148403679;0;1.598314491;73;0
1038;519;2;7.353973788;1;1.598314491;73;0
1039;520;1;13.97768607;0;2.022732742;75;0
1040;520;2;13.1334525;1;2.022732742;75;0
1041;521;1;15.10370056;0;2.910077732;60;0
1042;521;2;13.21161603;1;2.910077732;60;0
1043;522;1;36.73480764;0;6.847184643;65;1
1044;522;2;34.88909315;1;6.847184643;65;1
1045;523;1;15.3400021;0;2.90851324;68;1
1046;523;2;23.77046065;1;2.90851324;68;1
1047;524;1;16.12799261;0;1.092706289;77;0
1048;524;2;16.79908059;1;1.092706289;77;0
1049;525;1;15.98186407;0;2.057066711;61;0
1050;525;2;15.11688729;1;2.057066711;61;0
1051;526;1;27.70739575;0;1.196585897;70;1
1052;526;2;18.7299784;1;1.196585897;70;1
1053;527;1;6.284780001;0;0.614109958;66;0
1054;527;2;7.696120789;1;0.614109958;66;0
1055;528;1;10.9268865;0;3.463702328;85;1
1056;528;2;7.153000153;1;3.463702328;85;1
1057;529;1;8.072082761;0;1.373691919;54;1
1058;529;2;9.178804315;1;1.373691919;54;1
1059;530;1;11.09686808;0;2.588673652;57;0
1060;530;2;11.99945326;1;2.588673652;57;0
1061;531;1;16.72544445;0;1.957714802;64;0
1062;531;2;15.61689564;1;1.957714802;64;0
1063;532;1;6.084291084;0;2.656767313;83;1
1064;532;2;9.088180662;1;2.656767313;83;1
1065;533;1;9.764878064;0;2.038684316;79;1
1066;533;2;12.95803872;1;2.038684316;79;1
1067;534;1;15.43165866;0;1.939478928;84;1
1068;534;2;22.67988793;1;1.939478928;84;1
1069;535;1;25.61045616;0;4.942873844;78;0
1070;535;2;28.72716962;1;4.942873844;78;0
1071;536;1;14.44788675;0;3.748973437;67;0
1072;536;2;19.37144943;1;3.748973437;67;0
1073;537;1;5.361094635;0;2.378590092;63;1
1074;537;2;6.873607883;1;2.378590092;63;1
1075;538;1;16.58655784;0;3.619164301;61;1
1076;538;2;11.94649663;1;3.619164301;61;1
1077;539;1;20.92231885;0;4.338056234;89;1
1078;539;2;26.85006411;1;4.338056234;89;1
1079;540;1;18.21722477;0;1.014832763;71;0
1080;540;2;13.75423579;1;1.014832763;71;0
1081;541;1;9.468252596;0;1.384823524;69;1
1082;541;2;10.51923678;1;1.384823524;69;1
1083;542;1;6.999068972;0;0.704650289;55;1
1084;542;2;6.785579441;1;0.704650289;55;1
1085;543;1;10.16871342;0;2.944318206;63;0
1086;543;2;11.95516429;1;2.944318206;63;0
1087;544;1;12.69174356;0;4.054187934;69;0
1088;544;2;9.255614387;1;4.054187934;69;0
1089;545;1;9.085830663;0;3.363521398;55;0
1090;545;2;12.72982501;1;3.363521398;55;0
1091;546;1;9.664610735;0;0.86907187;81;0
1092;546;2;5.082726404;1;0.86907187;81;0
1093;547;1;17.88441558;0;5.880578698;73;0
1094;547;2;28.75716356;1;5.880578698;73;0
1095;548;1;17.82139809;0;3.726867737;45;0
1096;548;2;26.2993403;1;3.726867737;45;0
1097;549;1;8.443531483;0;2.646543292;73;1
1098;549;2;8.22467205;1;2.646543292;73;1
1099;550;1;12.93644857;0;1.326765559;73;1
1100;550;2;12.47673645;1;1.326765559;73;1
1101;551;1;17.22202703;0;3.404241256;66;1
1102;551;2;23.34531637;1;3.404241256;66;1
1103;552;1;17.14310845;0;3.371611994;71;1
1104;552;2;14.34620704;1;3.371611994;71;1
1105;553;1;7.475223347;0;0.756489211;69;1
1106;553;2;12.9661819;1;0.756489211;69;1
1107;554;1;9.106575518;0;1.171963234;79;0
1108;554;2;12.20602336;1;1.171963234;79;0
1109;555;1;17.04349003;0;3.058993826;84;1
1110;555;2;18.51422279;1;3.058993826;84;1
1111;556;1;28.409268;0;4.175134414;84;1
1112;556;2;13.25632098;1;4.175134414;84;1
1113;557;1;12.38863941;0;3.405218943;65;0
1114;557;2;27.45973741;1;3.405218943;65;0
1115;558;1;9.342468423;0;0.120578374;63;0
1116;558;2;8.505198485;1;0.120578374;63;0
1117;559;1;11.7681562;0;1.606364175;98;1
1118;559;2;10.00341806;1;1.606364175;98;1
1119;560;1;13.5257266;0;2.088632954;79;0
1120;560;2;16.59605783;1;2.088632954;79;0
1121;561;1;19.79884802;0;1.811569362;84;0
1122;561;2;21.68253206;1;1.811569362;84;0
1123;562;1;16.56064309;0;2.24554377;85;0
1124;562;2;10.30429715;1;2.24554377;85;0
1125;563;1;9.629735033;0;2.489367214;80;1
1126;563;2;6.69337011;1;2.489367214;80;1
1127;564;1;10.72186444;0;0.411682942;56;0
1128;564;2;12.26266304;1;0.411682942;56;0
1129;565;1;14.0942936;0;1.106550898;66;0
1130;565;2;13.03211022;1;1.106550898;66;0
1131;566;1;19.09871029;0;3.301702683;87;0
1132;566;2;16.3691161;1;3.301702683;87;0
1133;567;1;16.63480741;0;1.172868398;56;0
1134;567;2;13.35879187;1;1.172868398;56;0
1135;568;1;8.977128512;0;1.894009035;88;0
1136;568;2;7.549970393;1;1.894009035;88;0
1137;569;1;7.168899024;0;0.963356671;46;1
1138;569;2;8.563489339;1;0.963356671;46;1
1139;570;1;23.50523255;0;3.91104469;67;1
1140;570;2;20.38123651;1;3.91104469;67;1
1141;571;1;20.62309179;0;2.120341553;62;0
1142;571;2;12.94592581;1;2.120341553;62;0
1143;572;1;26.16099316;0;4.076280171;50;0
1144;572;2;21.31936636;1;4.076280171;50;0
1145;573;1;7.148369036;0;2.063663674;60;0
1146;573;2;10.8209755;1;2.063663674;60;0
1147;574;1;23.81319701;0;3.970204037;74;0
1148;574;2;22.66117111;1;3.970204037;74;0
1149;575;1;13.57257449;0;1.850091849;70;0
1150;575;2;13.07782231;1;1.850091849;70;0
1151;576;1;7.877616968;0;0.880524448;72;0
1152;576;2;16.00699901;1;0.880524448;72;0
1153;577;1;11.98591447;0;0.705200734;71;0
1154;577;2;12.28503176;1;0.705200734;71;0
1155;578;1;13.83833646;0;5.87146559;100;1
1156;578;2;19.20946419;1;5.87146559;100;1
